Rank,Score_Potencial,Nome_Estudio,Bairro,Avaliação_Google,Total_Avaliações,Telefone,Link_WhatsApp,Instagram,Website,Abordagem_1_Inicial,Resposta_2_Demonstracao_SIM,Fechamento_3_Oferta_Preco_Pix,Endereço,Link_GoogleMaps
25,70,Studio Katyane Mendes,Parque Atheneu,5.0,11,+55 62 98507-2342,https://wa.me/5562985072342,,"https://api.whatsapp.com/send?phone=5562985072342&text=Oie,+tenho+interesse+em+agendar+um+hor%C3%A1rio.+%ED%A0%BD%ED%B2%93+%ED%A0%BD%ED%B2%93","Oii Katyane, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Katyane! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Katyane! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Rua 2031, R. 1 Unidade 203 - Parque Atheneu, Goiânia - GO, 74890-700, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20Katyane%20Mendes&query_place_id=ChIJDWwGdzblXpMRd3FPc_MqTIE
26,65,Studio Vidal Priscila,Parque Atheneu,4.8,61,+55 62 98444-9118,https://wa.me/5562984449118,,,"Oii Vidal, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Vidal! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Vidal! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Rua 101 unid101, lote 2, Goiânia - GO, 74893-530, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20Vidal%20Priscila&query_place_id=ChIJy5B_VJv7XpMRvSe-I9ZXO6M
27,65,Crys Lohany Lashes,Água Branca,5.0,25,+55 62 99116-0845,https://wa.me/5562991160845,,,"Oii Crys, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Crys! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Crys! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. F, quadra A - lote 04 - Setor - Água Branca, Goiânia - GO, 74730-320, Brasil",https://www.google.com/maps/search/?api=1&query=Crys%20Lohany%20Lashes&query_place_id=ChIJE3PPbB7xXpMR8fpw2IcHaEo
28,65,Studio Aliany Mendes - Nail Designer,Jardim Bela Vista,5.0,24,+55 62 99632-5778,https://wa.me/5562996325778,,,"Oii Aliany, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Aliany! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Aliany! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. Bela Vista, qd i lt1 - Jardim Bela Vista, Goiânia - GO, 74863-050, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20Aliany%20Mendes%20-%20Nail%20Designer&query_place_id=ChIJkUJBKqrxXpMR6xxIrqyhBBg
29,60,D'Isanto Brows | Design de Sobrancelhas | Brow Lamination | Lash Lifting,Jardim Mariliza,5.0,1,+55 62 98295-0091,https://wa.me/5562982950091,,https://disantobrows.com.br/,"Oii D'isanto, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo D'isanto! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho D'isanto! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","R. Caraíba - Jardim Mariliza, Goiânia - GO, 74885-090, Brasil",https://www.google.com/maps/search/?api=1&query=D'Isanto%20Brows%20%7C%20Design%20de%20Sobrancelhas%20%7C%20Brow%20Lamination%20%7C%20Lash%20Lifting&query_place_id=ChIJURiAgEv7XpMRzE1r8meSquY
30,60,Ynnaê Uchôa Lash Design Micropigmentadora,Jardim das Aroeiras,5.0,1,+55 62 99252-5106,https://wa.me/5562992525106,@ynnaeuchoa,https://instagram.com/ynnaeuchoa?igshid=MTIyMzRjYmRlZg==,"Oii Ynnaê, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Ynnaê! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Ynnaê! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","R. JDA Dez, Quadra 07 lote 14 sala 01 - Jardim das Aroeiras, Goiânia - GO, 74770-550, Brasil",https://www.google.com/maps/search/?api=1&query=Ynna%C3%AA%20Uch%C3%B4a%20Lash%20Design%20Micropigmentadora&query_place_id=ChIJiTtbqZfvXpMRIO3w6gfFvF8
31,60,Tiffany Araujo Lash Designer,Dom Fernando II,5.0,1,+55 62 99839-1336,https://wa.me/5562998391336,@perfect.silver_oficial,https://www.instagram.com/perfect.silver_oficial?igsh=MWlubGNjZmFvNTh6bA%3D%3D&utm_source=qr,"Oii Tiffany, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Tiffany! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Tiffany! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Rua Jdf 216 quadra 31 lote 8, interfone 2 - Dom Fernando II, Goiânia - GO, 74765-250, Brasil",https://www.google.com/maps/search/?api=1&query=Tiffany%20Araujo%20Lash%20Designer&query_place_id=ChIJPyOILwDtXpMRWQI8aKon9xs
32,55,Luana Alves - EXTENSÃO DE CÍLIOS,Jardim Vitoria 2,5.0,19,+55 62 99437-6568,https://wa.me/5562994376568,,,"Oii Luana, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Luana! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Luana! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. Sr. do Bonfim - Jardim Vitoria 2, Goiânia - GO, 74865-390, Brasil",https://www.google.com/maps/search/?api=1&query=Luana%20Alves%20-%20EXTENS%C3%83O%20DE%20C%C3%8DLIOS&query_place_id=ChIJTZAvan_7XpMR2Jg80sZtYfE
33,55,Maiza Gualberto - Designer,Setor Recanto das Minas Gerais,5.0,16,+55 62 3921-1932,https://wa.me/556239211932,,,"Oii Maiza, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Maiza! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Maiza! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","R. SR - 65, 30 - St. Recanto das Minas Gerais, Goiânia - GO, 74785-490, Brasil",https://www.google.com/maps/search/?api=1&query=Maiza%20Gualberto%20-%20Designer&query_place_id=ChIJTbGrc4_tXpMRh9cp08Blirw
34,55,Stúdio Kássia Bianca,Jardim da Luz,5.0,12,+55 62 98582-5267,https://wa.me/5562985825267,,,"Oii Stúdio, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Stúdio! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Stúdio! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","L.20 (Esquina com a - Avenida Leonardo da Vinci, R. Gen. Rondon - Jardim da Luz, Goiânia - GO, 74000-000, Brasil",https://www.google.com/maps/search/?api=1&query=St%C3%BAdio%20K%C3%A1ssia%20Bianca&query_place_id=ChIJKcBlqBbxXpMRU98OCKiLOG8
35,50,Studio Jéssica Oliveira,Parque das Amendoeiras,5.0,23,,,,,"Oii Jéssica, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Jéssica! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Jéssica! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. Paulo Alves da Costa, 320 - Parque das Amendoeiras, Goiânia - GO, 74780-500, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20J%C3%A9ssica%20Oliveira&query_place_id=ChIJtxsg20btXpMR27Z_7BfJEeE
36,50,Studio Carvalho,Goiânia,4.8,17,+55 62 93512-2875,https://wa.me/5562935122875,,,"Oii Carvalho, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Carvalho! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Carvalho! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. Aristóteles, Qd 36 - Lt 01 - Goiânia, GO, 74885-030, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20Carvalho&query_place_id=ChIJRdU9x2XxXpMRzCGYU9op7jo
37,45,Studio Lanna Lobo,Parque Atheneu,5.0,3,+55 62 98427-2890,https://wa.me/5562984272890,,,"Oii Lanna, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Lanna! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Lanna! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","R. Quatro - Parque Atheneu, Goiânia - GO, 74890-710, Brasil",https://www.google.com/maps/search/?api=1&query=Studio%20Lanna%20Lobo&query_place_id=ChIJVyyXJwDlXpMRWTqlnY4xGBI
38,45,Faby Marques Lash Designer,Santo Hilario,5.0,3,+55 62 99543-4682,https://wa.me/5562995434682,,,"Oii Marques, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Marques! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Marques! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","Av. Dom Serafim Gomes Jardim, Qd. 45 - Lt.20 - Santo Hilario, Goiânia - GO, 74780-190, Brasil",https://www.google.com/maps/search/?api=1&query=Faby%20Marques%20Lash%20Designer&query_place_id=ChIJb_Gnc9_tXpMRNJOyzmjiiLo
39,45,Sara de Paula Lash Design,Setor Recanto das Minas Gerais,5.0,1,+55 62 99452-6494,https://wa.me/5562994526494,,,"Oii Sara, tudo bem? 💕 Vi o seu perfil no Google e achei os seus trabalhos de cílios simplesmente perfeitos! 😍✨

Sei como é corrido o dia a dia e quanto tempo a gente perde no WhatsApp explicando técnicas (Fio a Fio, Volume Russo, Brasileiro) e enviando tabelas soltas... 📝📲

Criamos o *LashMenu*, um catálogo digital interativo e super elegante para você colocar no link da bio do Instagram e mandar nas conversas, deixando seu atendimento muito mais profissional e acelerando os seus agendamentos! 💖🌸

Posso te mandar um modelo de demonstração para você ver como fica lindo na prática? 👁️✨","Que ótimo Sara! 😍💖 Segue o link de um modelo pronto para você testar a experiência como se fosse sua cliente:
👉 https://lashmenu.com/c/harmonia-rose ✨

Se você gostar da estrutura, me envia aqui uma foto ou lista dos seus procedimentos com os preços atuais que eu já monto a versão exclusiva do seu estúdio para você ver na prática! 🌸📲","Prontinho Sara! 🌸✨ Montei o catálogo exclusivo do seu estúdio para você dar uma olhada:
👉 [LINK_DO_CATALOGO_PERSONALIZADO_DELA] 😍💖

A assinatura da plataforma com suporte completo e hospedagem fica por R$ 197 no site oficial (https://lashmenu.com).

Mas como estamos conversando diretamente por aqui no WhatsApp, conseguimos uma condição super especial de 15% de desconto via Pix: fica por apenas *R$ 167 (pagamento único sem mensalidades)*! 🎉💎

Quer que eu já te envie a chave Pix para liberarmos o seu link definitivo hoje mesmo? 🚀💕","R. SR - 65, 63 - Q90, L41 - St. Recanto das Minas Gerais, Goiânia - GO, 74785-330, Brasil",https://www.google.com/maps/search/?api=1&query=Sara%20de%20Paula%20Lash%20Design&query_place_id=ChIJeXQZdhvtXpMRzNvNw6fbKUI
